iso3,year,ln_population
IRL,1980,15.043043626699223
IRL,1981,15.05475397637213
IRL,1982,15.064208131069718
IRL,1983,15.071297521004382
IRL,1984,15.077494595709476
IRL,1985,15.079095330369409
IRL,1986,15.079549710653957
IRL,1987,15.079653386675242
IRL,1988,15.075376526038736
IRL,1989,15.071414018519542
IRL,1990,15.07225814872628
IRL,1991,15.078007426538338
IRL,1992,15.084829994318202
IRL,1993,15.089828399189333
IRL,1994,15.093770275575869
IRL,1995,15.098897226129056
IRL,1996,15.106809939599
IRL,1997,15.116838086951185
IRL,1998,15.1272688553123
IRL,1999,15.138541850877248
IRL,2000,15.151872277535919
IRL,2001,15.167793792439848
IRL,2002,15.184645281012877
IRL,2003,15.200934790632179
IRL,2004,15.219217928811268
IRL,2005,15.241004958946831
IRL,2006,15.267965015382789
IRL,2007,15.296874615429205
IRL,2008,15.317261695540926
IRL,2009,15.32741832830016
IRL,2010,15.33286717214095
IRL,2011,15.337227896533534
IRL,2012,15.341465334566513
IRL,2013,15.34673089615507
IRL,2014,15.354040909920927
IRL,2015,15.363489362995674
IRL,2016,15.376329911503914
IRL,2017,15.389827900159315
IRL,2018,15.4043420081134
IRL,2019,15.420228549073858
IRL,2020,15.43286644037487
IRL,2021,15.446824437036392
IRL,2022,15.466634603443364
IRL,2023,15.485391993464479
ISL,1980,12.337705987996605
ISL,1981,12.349111820602714
ISL,1982,12.362477924694309
ISL,1983,12.375718368994459
ISL,1984,12.38635462379719
ISL,1985,12.394231299941424
ISL,1986,12.40155718885041
ISL,1987,12.412513479857655
ISL,1988,12.428175655669136
ISL,1989,12.440559616304808
ISL,1990,12.448336238290661
ISL,1991,12.459927732491664
ISL,1992,12.472494053265628
ISL,1993,12.48266217255001
ISL,1994,12.491330532016077
ISL,1995,12.496755211994193
ISL,1996,12.502154342160287
ISL,1997,12.510346313074875
ISL,1998,12.521054903506846
ISL,1999,12.53314729136642
ISL,2000,12.546839219699402
ISL,2001,12.560132172245083
ISL,2002,12.569058136019713
ISL,2003,12.575983112224474
ISL,2004,12.584762473801348
ISL,2005,12.600591393579396
ISL,2006,12.624065617882234
ISL,2007,12.6493664727763
ISL,2008,12.667962194482293
ISL,2009,12.671374614272
ISL,2010,12.66993558426906
ISL,2011,12.672990267951304
ISL,2012,12.678311275300475
ISL,2013,12.687770134304166
ISL,2014,12.698895181856445
ISL,2015,12.709314585722742
ISL,2016,12.723195400681126
ISL,2017,12.746651227445513
ISL,2018,12.773432655137803
ISL,2019,12.79542197772042
ISL,2020,12.81165284023301
ISL,2021,12.828046006635594
ISL,2022,12.853183740961017
ISL,2023,12.862719210115923
ITA,1980,17.848580298494138
ITA,1981,17.849780841694933
ITA,1982,17.85052166029485
ITA,1983,17.85088460666155
ITA,1984,17.851108115792588
ITA,1985,17.85139711518471
ITA,1986,17.85145160800368
ITA,1987,17.851553659199226
ITA,1988,17.852036865169698
ITA,1989,17.852786955215052
ITA,1990,17.853624040944638
ITA,1991,17.85431635283417
ITA,1992,17.85499559716498
ITA,1993,17.85560695569501
ITA,1994,17.855810676434466
ITA,1995,17.85582656205756
ITA,1996,17.85610760613763
ITA,1997,17.85663667564024
ITA,1998,17.85692441579901
ITA,1999,17.857092624243567
ITA,2000,17.85754566055495
ITA,2001,17.858157902127378
ITA,2002,17.860136445084052
ITA,2003,17.865540645160873
ITA,2004,17.872986740791998
ITA,2005,17.878823274548928
ITA,2006,17.882824067658635
ITA,2007,17.888908037250598
ITA,2008,17.896620950264115
ITA,2009,17.90241843647352
ITA,2010,17.90684069804439
ITA,2011,17.910302370155193
ITA,2012,17.91303750103654
ITA,2013,17.915035230219583
ITA,2014,17.915186002417567
ITA,2015,17.913674566804808
ITA,2016,17.91177366194095
ITA,2017,17.90989265281535
ITA,2018,17.912329689246626
ITA,2019,17.905329578686892
ITA,2020,17.900458627769716
ITA,2021,17.89530262778127
ITA,2022,17.893279619112445
ITA,2023,17.892780440654956
JPN,1980,18.57603355806943
JPN,1981,18.58331816642957
JPN,1982,18.590254727923817
JPN,1983,18.59721056095451
JPN,1984,18.60369372832184
JPN,1985,18.609953087958086
JPN,1986,18.615276661621706
JPN,1987,18.620097016591455
JPN,1988,18.62425812001341
JPN,1989,18.628255731658452
JPN,1990,18.631573560512088
JPN,1991,18.635501758836906
JPN,1992,18.639213682708892
JPN,1993,18.642455358700328
JPN,1994,18.645247282340065
JPN,1995,18.647593184074196
JPN,1996,18.649862031398804
JPN,1997,18.65224474357472
JPN,1998,18.65496203967703
JPN,1999,18.656787903418433
JPN,2000,18.658460659199566
JPN,2001,18.660870185074774
JPN,2002,18.663195456945832
JPN,2003,18.66533526643363
JPN,2004,18.665671889016355
JPN,2005,18.66576580998193
JPN,2006,18.66639954587611
JPN,2007,18.667548634353373
JPN,2008,18.668032888299354
JPN,2009,18.66790794198706
JPN,2010,18.668087547402255
JPN,2011,18.666235282538146
JPN,2012,18.664638175779704
JPN,2013,18.663195456945832
JPN,2014,18.66186851472436
JPN,2015,18.660807264786893
JPN,2016,18.66029589063476
JPN,2017,18.6594771476743
JPN,2018,18.658208346993412
JPN,2019,18.65680369721463
JPN,2020,18.65386175103713
JPN,2021,18.649262226879053
JPN,2022,18.644823707687568
JPN,2023,18.639949999867074
LTU,1980,15.043161411604784
LTU,1981,15.048929633928578
LTU,1982,15.055963496562407
LTU,1983,15.064033693915999
LTU,1984,15.072323884103847
LTU,1985,15.080919795674918
LTU,1986,15.090569960401064
LTU,1987,15.100980488706933
LTU,1988,15.111620057368903
LTU,1989,15.119578892202904
LTU,1990,15.12325888250614
LTU,1991,15.124960051199663
LTU,1992,15.123874187950621
LTU,1993,15.119133112523619
LTU,1994,15.11219307289443
LTU,1995,15.10449579271672
LTU,1996,15.096892358634976
LTU,1997,15.08951405505431
LTU,1998,15.082269692988309
LTU,1999,15.075174800647591
LTU,2000,15.068140946242702
LTU,2001,15.059900859012261
LTU,2002,15.051873201904776
LTU,2003,15.043750420930708
LTU,2004,15.032520508182385
LTU,2005,15.01623649692304
LTU,2006,15.000272713740031
LTU,2007,14.988393234167441
LTU,2008,14.978108402412788
LTU,2009,14.967004944869064
LTU,2010,14.946035510670518
LTU,2011,14.923450871682235
LTU,2012,14.910495944032245
LTU,2013,14.901122034455133
LTU,2014,14.892985348792818
LTU,2015,14.884044666204003
LTU,2016,14.872371601047618
LTU,2017,14.860243404026887
LTU,2018,14.851963714723997
LTU,2019,14.849082510717947
LTU,2020,14.84882634941462
LTU,2021,14.848118362607208
LTU,2022,14.85636625391912
LTU,2023,14.87037470010208
LUX,1980,12.805321149646062
LUX,1981,12.808268881000714
LUX,1982,12.80908995528564
LUX,1983,12.80935529180639
LUX,1984,12.810383147887698
LUX,1985,12.812315716074455
LUX,1986,12.816802426065257
LUX,1987,12.823283260000178
LUX,1988,12.830539405785213
LUX,1989,12.840265683246448
LUX,1990,12.85278314031653
LUX,1991,12.866179972011919
LUX,1992,12.879463447724442
LUX,1993,12.89288731801691
LUX,1994,12.90650571939092
LUX,1995,12.920553144026512
LUX,1996,12.934164583437498
LUX,1997,12.946699608274441
LUX,1998,12.959138316301363
LUX,1999,12.972644529154387
LUX,2000,12.986085359111701
LUX,2001,12.997989922564571
LUX,2002,13.008466530724217
LUX,2003,13.02061853952068
LUX,2004,13.034831865167812
LUX,2005,13.050132411801899
LUX,2006,13.066082930979347
LUX,2007,13.081526799444402
LUX,2008,13.099401765766983
LUX,2009,13.117919518071346
LUX,2010,13.136173576106584
LUX,2011,13.158400181139255
LUX,2012,13.182415600137544
LUX,2013,13.205527362665064
LUX,2014,13.22909714971347
LUX,2015,13.252696661527155
LUX,2016,13.274249781407077
LUX,2017,13.298559545584688
LUX,2018,13.317847920724564
LUX,2019,13.3374763699232
LUX,2020,13.354139956665527
LUX,2021,13.369323450336188
LUX,2022,13.38949012935746
LUX,2023,13.409690386828693
LVA,1980,14.736470770823333
LVA,1981,14.739539671183534
LVA,1982,14.744156647087792
LVA,1983,14.750038378592905
LVA,1984,14.756317106313483
LVA,1985,14.76286303975798
LVA,1986,14.770980463667426
LVA,1987,14.781194319866763
LVA,1988,14.791365208131257
LVA,1989,14.796447930130913
LVA,1990,14.795020566155095
LVA,1991,14.79028941921469
LVA,1992,14.77652146855634
LVA,1993,14.756802147599304
LVA,1994,14.740063860591793
LVA,1995,14.725805752470219
LVA,1996,14.714542001511985
LVA,1997,14.70457437862441
LVA,1998,14.695145189253187
LVA,1999,14.687005577214466
LVA,2000,14.677366223143542
LVA,2001,14.664451353708055
LVA,2002,14.65283297146862
LVA,2003,14.643168963456244
LVA,2004,14.632255833900501
LVA,2005,14.621450119331383
LVA,2006,14.612277389756501
LVA,2007,14.604115634690672
LVA,2008,14.59360623924693
LVA,2009,14.577095989571017
LVA,2010,14.556282938672206
LVA,2011,14.538075268651406
LVA,2012,14.52567167711848
LVA,2013,14.51496132908557
LVA,2014,14.505543895543228
LVA,2015,14.49735763213377
LVA,2016,14.488218778811504
LVA,2017,14.47935662307858
LVA,2018,14.471565239116659
LVA,2019,14.464612847715298
LVA,2020,14.457600732007965
LVA,2021,14.449167785227914
LVA,2022,14.446454089450157
LVA,2023,14.44875379445718
NLD,1980,16.46521104767801
NLD,1981,16.472071515657618
NLD,1982,16.47665711429979
NLD,1983,16.48044934025773
NLD,1984,16.484418672155414
NLD,1985,16.489081937354236
NLD,1986,16.494631514611843
NLD,1987,16.500976783404486
NLD,1988,16.507437745680008
NLD,1989,16.513436817810568
NLD,1990,16.520322856044956
NLD,1991,16.528203166398708
NLD,1992,16.535763732332676
NLD,1993,16.542733645633927
NLD,1994,16.54876303037667
NLD,1995,16.55370230410182
NLD,1996,16.558316261577897
NLD,1997,16.56346393159907
NLD,1998,16.569630336905867
NLD,1999,16.576285268776598
NLD,2000,16.58343297240444
NLD,2001,16.59098137298179
NLD,2002,16.597364289644478
NLD,2003,16.602082433632358
NLD,2004,16.605557187752847
NLD,2005,16.60789381923223
NLD,2006,16.609499955920807
NLD,2007,16.61167517193275
NLD,2008,16.615568096547744
NLD,2009,16.620710941996023
NLD,2010,16.625840173001556
NLD,2011,16.630504460823566
NLD,2012,16.634205011171268
NLD,2013,16.637153219105684
NLD,2014,16.64075150083295
NLD,2015,16.645183701723305
NLD,2016,16.650505490519393
NLD,2017,16.656417524181034
NLD,2018,16.66225685827024
NLD,2019,16.66880757401829
NLD,2020,16.674362981920844
NLD,2021,16.67959788700253
NLD,2022,16.689130676231077
NLD,2023,16.699032073098078
NOR,1980,15.222984049545415
NOR,1981,15.226424846106175
NOR,1982,15.230097628906716
NOR,1983,15.233408231830776
NOR,1984,15.236230258559063
NOR,1985,15.239224973562706
NOR,1986,15.242791860000015
NOR,1987,15.247472355467544
NOR,1988,15.252851583060936
NOR,1989,15.256979658408792
NOR,1990,15.260421172537145
NOR,1991,15.265186208387194
NOR,1992,15.27095801106846
NOR,1993,15.276910304370276
NOR,1994,15.282604186647927
NOR,1995,15.287795441846052
NOR,1996,15.292864258673672
NOR,1997,15.298286458033965
NOR,1998,15.304240561467433
NOR,1999,15.31108815580156
NOR,2000,15.317578604013486
NOR,2001,15.322639073119058
NOR,2002,15.328031981169563
NOR,2003,15.333897308089432
NOR,2004,15.339806617486335
NOR,2005,15.346617347128209
NOR,2006,15.354671274519818
NOR,2007,15.3650186196726
NOR,2008,15.377481949826118
NOR,2009,15.390093222719885
NOR,2010,15.402549884515507
NOR,2011,15.415521778422436
NOR,2012,15.428656188309334
NOR,2013,15.440747604202349
NOR,2014,15.452024970975842
NOR,2015,15.461975818345426
NOR,2016,15.470785516499024
NOR,2017,15.478862248317874
NOR,2018,15.485463156760364
NOR,2019,15.492213770492821
NOR,2020,15.498101343733252
NOR,2021,15.503449066552001
NOR,2022,15.512433018758106
NOR,2023,15.523816133032069
NZL,1980,14.9510653255541
NZL,1981,14.954912840640628
NZL,1982,14.964847646123994
NZL,1983,14.978442593840684
NZL,1984,14.987094459088206
NZL,1985,14.993272848270122
NZL,1986,14.99302644422785
NZL,1987,15.00164520416033
NZL,1988,15.004390028842554
NZL,1989,15.009190572804778
NZL,1990,15.018422800092889
NZL,1991,15.066872545544014
NZL,1992,15.077289899386232
NZL,1993,15.08869221045252
NZL,1994,15.101984583801954
NZL,1995,15.11662822167657
NZL,1996,15.132454840949372
NZL,1997,15.14557842381436
NZL,1998,15.154451222700695
NZL,1999,15.159706068062826
NZL,2000,15.16558170892664
NZL,2001,15.17147456927633
NZL,2002,15.188846317919772
NZL,2003,15.20858190336319
NZL,2004,15.223444094187647
NZL,2005,15.234731829284446
NZL,2006,15.246921677887288
NZL,2007,15.25624575476241
NZL,2008,15.264732768786637
NZL,2009,15.274730049098721
NZL,2010,15.285847309658937
NZL,2011,15.293472107609988
NZL,2012,15.298954315582971
NZL,2013,15.306637795564919
NZL,2014,15.323247915572034
NZL,2015,15.343608254658527
NZL,2016,15.366068575660085
NZL,2017,15.386955802888279
NZL,2018,15.404868204564183
NZL,2019,15.418990758424128
NZL,2020,15.439324636342882
NZL,2021,15.441726921637192
NZL,2022,15.441156409242582
NZL,2023,15.464169183551656
POL,1980,17.38712980847133
POL,1981,17.396208493352432
POL,1982,17.4054113390735
POL,1983,17.414788228334704
POL,1984,17.423834135255905
POL,1985,17.4318699900026
POL,1986,17.438680645768866
POL,1987,17.444322680259354
POL,1988,17.44846725508803
POL,1989,17.45208381013612
POL,1990,17.456007792188196
POL,1991,17.459554583871675
POL,1992,17.462621397779795
POL,1993,17.465165906919175
POL,1994,17.46727603020737
POL,1995,17.468633240545905
POL,1996,17.469393982369553
POL,1997,17.4700485360638
POL,1998,17.470406069077423
POL,1999,17.47032304154917
POL,2000,17.459879687565387
POL,2001,17.459603816318104
POL,2002,17.459140626945604
POL,2003,17.45846569992914
POL,2004,17.457880572577867
POL,2005,17.457441083044543
POL,2006,17.45680737730162
POL,2007,17.456264327093578
POL,2008,17.456400700890406
POL,2009,17.457078333160617
POL,2010,17.45422224194527
POL,2011,17.45475993903405
POL,2012,17.454757548274017
POL,2013,17.454153948099272
POL,2014,17.453405485806353
POL,2015,17.452739074796696
POL,2016,17.45230922348795
POL,2017,17.452434024473796
POL,2018,17.452432023145967
POL,2019,17.452187752074973
POL,2020,17.440271349454385
POL,2021,17.425929940957836
POL,2022,17.42159923399901
POL,2023,17.417942648730254
PRT,1980,16.094449470666643
PRT,1981,16.103120277700963
PRT,1982,16.10923359871511
PRT,1983,16.113873249153226
PRT,1984,16.117718779951364
PRT,1985,16.12045416747038
PRT,1986,16.121363705047568
PRT,1987,16.12109425066116
PRT,1988,16.120054730707817
PRT,1989,16.11859552599997
PRT,1990,16.116416041203244
PRT,1991,16.114111223659947
PRT,1992,16.113333730992824
PRT,1993,16.114556896947654
PRT,1994,16.117247791627157
PRT,1995,16.120709831010178
PRT,1996,16.124469792883577
PRT,1997,16.12893439893329
PRT,1998,16.133988291267116
PRT,1999,16.13964459569147
PRT,2000,16.14667319522466
PRT,2001,16.153725501597897
PRT,2002,16.159202180994505
PRT,2003,16.162956295143065
PRT,2004,16.165347585039182
PRT,2005,16.16720290770573
PRT,2006,16.169006232120505
PRT,2007,16.17096927596538
PRT,2008,16.172411188763913
PRT,2009,16.173364497356285
PRT,2010,16.17382359772347
PRT,2011,16.172352748937715
PRT,2012,16.168298531060238
PRT,2013,16.162810378950716
PRT,2014,16.157418474282796
PRT,2015,16.153277063262863
PRT,2016,16.150122473092885
PRT,2017,16.147683578989298
PRT,2018,16.14608253877783
PRT,2019,16.146319873724327
PRT,2020,16.147371014976795
PRT,2021,16.153639516631124
PRT,2022,16.160612081111356
PRT,2023,16.174303379707034
SVK,1980,15.420903299716432
SVK,1981,15.428164294090156
SVK,1982,15.435907994814666
SVK,1983,15.443175543435046
SVK,1984,15.450050170032936
SVK,1985,15.456789714430467
SVK,1986,15.462983480883993
SVK,1987,15.468551873213812
SVK,1988,15.47385215193399
SVK,1989,15.478667799582269
SVK,1990,15.48306397052953
SVK,1991,15.483838694899312
SVK,1992,15.484163346048293
SVK,1993,15.487980544914803
SVK,1994,15.491921089215124
SVK,1995,15.494847411280448
SVK,1996,15.496964155244767
SVK,1997,15.498810455156821
SVK,1998,15.500151671141674
SVK,1999,15.501172202752135
SVK,2000,15.499818437874191
SVK,2001,15.49798831516423
SVK,2002,15.497624789654543
SVK,2003,15.49696657458422
SVK,2004,15.496762957381623
SVK,2005,15.496861048723355
SVK,2006,15.496907019911712
SVK,2007,15.497198803923645
SVK,2008,15.498056356918841
SVK,2009,15.499388930129118
SVK,2010,15.500320842861019
SVK,2011,15.501610207488255
SVK,2012,15.503312046041517
SVK,2013,15.50438662613644
SVK,2014,15.505357080352276
SVK,2015,15.506307419138757
SVK,2016,15.507596642438328
SVK,2017,15.509148432395202
SVK,2018,15.510533513991314
SVK,2019,15.511886794719723
SVK,2020,15.512744489475873
SVK,2021,15.510620901399763
SVK,2022,15.507772291802878
SVK,2023,15.506849143292765
SVN,1980,14.45805631000543
SVN,1981,14.460795918310161
SVN,1982,14.462788653844939
SVN,1983,14.469043868094744
SVN,1984,14.474146000722843
SVN,1985,14.479044049776439
SVN,1986,14.491493268229632
SVN,1987,14.503532627550936
SVN,1988,14.506252849094352
SVN,1989,14.506831572096855
SVN,1990,14.507737815524775
SVN,1991,14.508372197761336
SVN,1992,14.506905203731844
SVN,1993,14.504522198956424
SVN,1994,14.503365258024012
SVN,1995,14.503580873023912
SVN,1996,14.502955511686451
SVN,1997,14.501610968256228
SVN,1998,14.499429791688877
SVN,1999,14.500144100134015
SVN,2000,14.50310484973452
SVN,2001,14.504679837154995
SVN,2002,14.505918991578229
SVN,2003,14.5065219593708
SVN,2004,14.507162621393418
SVN,2005,14.508894710444157
SVN,2006,14.512085855809866
SVN,2007,14.517677933965235
SVN,2008,14.519259342401579
SVN,2009,14.528298097753687
SVN,2010,14.532658892600047
SVN,2011,14.534736219623344
SVN,2012,14.536836462682349
SVN,2013,14.538193724971505
SVN,2014,14.539177244190956
SVN,2015,14.539929151081072
SVN,2016,14.540661123153487
SVN,2017,14.541312713545977
SVN,2018,14.544938557497325
SVN,2019,14.551901597960658
SVN,2020,14.558599144522308
SVN,2021,14.561287664222007
SVN,2022,14.563181908009335
SVN,2023,14.567144075838945
SWE,1980,15.933034063707149
SWE,1981,15.934233267700726
SWE,1982,15.93480518492337
SWE,1983,15.9352579209699
SWE,1984,15.93616661711715
SWE,1985,15.937818323303489
SWE,1986,15.940144012149434
SWE,1987,15.943480801063707
SWE,1988,15.948076784761444
SWE,1989,15.954748613968281
SWE,1990,15.962474640724892
SWE,1991,15.969291071900967
SWE,1992,15.975156371188579
SWE,1993,15.9809647593316
SWE,1994,15.988071813947796
SWE,1995,15.993318853363334
SWE,1996,15.994910324169162
SWE,1997,15.995482946203392
SWE,1998,15.996038067425516
SWE,1999,15.996817338934218
SWE,2000,15.998423093779971
SWE,2001,16.001107799059515
SWE,2002,16.00436217973655
SWE,2003,16.00808310916454
SWE,2004,16.012016099078117
SWE,2005,16.01601552670619
SWE,2006,16.02164036577101
SWE,2007,16.029055890917263
SWE,2008,16.036846223824966
SWE,2009,16.045365267954335
SWE,2010,16.053890514241985
SWE,2011,16.06144201557864
SWE,2012,16.068839648302987
SWE,2013,16.07731313482545
SWE,2014,16.08723533211137
SWE,2015,16.097809878966537
SWE,2016,16.110374418817567
SWE,2017,16.12384886941319
SWE,2018,16.135465321012795
SWE,2019,16.145602543647346
SWE,2020,16.152829582776178
SWE,2021,16.158835498104573
SWE,2022,16.165641326787558
SWE,2023,16.170368505420207
USA,1980,19.24145127396911
USA,1981,19.251265428341704
USA,1982,19.26079860400334
USA,1983,19.269942389137093
USA,1984,19.27860056250019
USA,1985,19.2874618529087
USA,1986,19.29670349447929
USA,1987,19.30564178648961
USA,1988,19.314721776891286
USA,1989,19.324165832445573
USA,1990,19.33546233765013
USA,1991,19.34882494505751
USA,1992,19.362693801982303
USA,1993,19.375880601980075
USA,1994,19.38814356286876
USA,1995,19.40005143377778
USA,1996,19.411685549977598
USA,1997,19.423725152947725
USA,1998,19.435382298211984
USA,1999,19.44686569868489
USA,2000,19.45799338865284
USA,2001,19.46789080247508
USA,2002,19.47716877733218
USA,2003,19.485763594460593
USA,2004,19.495018434150026
USA,2005,19.504235565821638
USA,2006,19.513878104993
USA,2007,19.523388657420725
USA,2008,19.53284731029355
USA,2009,19.54161382328158
USA,2010,19.5500751219399
USA,2011,19.557999065271545
USA,2012,19.56598289428526
USA,2013,19.573548495119628
USA,2014,19.581508733097717
USA,2015,19.589487780231543
USA,2016,19.597344035088433
USA,2017,19.60427309761435
USA,2018,19.610137428365576
USA,2019,19.61528851391572
USA,2020,19.619372789583306
USA,2021,19.62094596367282
USA,2022,19.626703408877766
USA,2023,19.635018340755135
