iso3,country,year,population,ln_population
AUS,Australia,1980,14692000.0,16.502813685921694
AUS,Australia,1981,14923260.0,16.51843162753205
AUS,Australia,1982,15184247.0,16.535769066822827
AUS,Australia,1983,15393472.0,16.54945408141061
AUS,Australia,1984,15579391.0,16.561459509067802
AUS,Australia,1985,15788312.0,16.574780477414052
AUS,Australia,1986,16018350.0,16.589245498045326
AUS,Australia,1987,16263874.0,16.60445688708864
AUS,Australia,1988,16532164.0,16.620818374719406
AUS,Australia,1989,16814416.0,16.63774717165834
AUS,Australia,1990,17065128.0,16.652547641027308
AUS,Australia,1991,17284036.0,16.665293858882983
AUS,Australia,1992,17478635.0,16.676489835897687
AUS,Australia,1993,17634808.0,16.68538523415327
AUS,Australia,1994,17805468.0,16.695016159100053
AUS,Australia,1995,18004882.0,16.706153501308563
AUS,Australia,1996,18224767.0,16.718292051140782
AUS,Australia,1997,18423037.0,16.729112450336746
AUS,Australia,1998,18607584.0,16.73907979751476
AUS,Australia,1999,18812264.0,16.75001955554418
AUS,Australia,2000,19028802.0,16.761464284058956
AUS,Australia,2001,19274701.0,16.77430396497169
AUS,Australia,2002,19495210.0,16.785679352333634
AUS,Australia,2003,19720737.0,16.797181279665555
AUS,Australia,2004,19932722.0,16.80787326088613
AUS,Australia,2005,20176844.0,16.82004616819137
AUS,Australia,2006,20450966.0,16.833540676501258
AUS,Australia,2007,20827622.0,16.851790644454184
AUS,Australia,2008,21249199.0,16.87182975850661
AUS,Australia,2009,21691653.0,16.892438090134338
AUS,Australia,2010,22031750.0,16.907995152754747
AUS,Australia,2011,22340024.0,16.921890425910927
AUS,Australia,2012,22733465.0,16.939348625917663
AUS,Australia,2013,23128129.0,16.956560140317556
AUS,Australia,2014,23475686.0,16.97147580520884
AUS,Australia,2015,23815995.0,16.98586797173483
AUS,Australia,2016,24190907.0,17.001487376715872
AUS,Australia,2017,24592588.0,17.017955654689374
AUS,Australia,2018,24963258.0,17.032915621793506
AUS,Australia,2019,25334826.0,17.04769052889935
AUS,Australia,2020,25649248.0,17.06002481141249
AUS,Australia,2021,25685412.0,17.061433762245418
AUS,Australia,2022,26018721.0,17.07432687534397
AUS,Australia,2023,26659922.0,17.098671946979124
AUT,Austria,1980,7549433.0,15.836983019067363
AUT,Austria,1981,7568710.0,15.839533201381052
AUT,Austria,1982,7574140.0,15.8402503715614
AUT,Austria,1983,7561910.0,15.838634361748861
AUT,Austria,1984,7561434.0,15.83857141270794
AUT,Austria,1985,7564985.0,15.83904092238703
AUT,Austria,1986,7569794.0,15.839676412361722
AUT,Austria,1987,7574586.0,15.840309254400806
AUT,Austria,1988,7585317.0,15.84172496290399
AUT,Austria,1989,7619567.0,15.846230101901295
AUT,Austria,1990,7677850.0,15.853850118014455
AUT,Austria,1991,7754891.0,15.8638342990459
AUT,Austria,1992,7840709.0,15.874839821911182
AUT,Austria,1993,7905633.0,15.883086101321133
AUT,Austria,1994,7936118.0,15.886934796787918
AUT,Austria,1995,7948278.0,15.888465859394945
AUT,Austria,1996,7959017.0,15.889816057732432
AUT,Austria,1997,7968041.0,15.890949223815662
AUT,Austria,1998,7976789.0,15.892046507496673
AUT,Austria,1999,7992324.0,15.893992139029322
AUT,Austria,2000,8011566.0,15.896396805553787
AUT,Austria,2001,8042293.0,15.900224799498618
AUT,Austria,2002,8081957.0,15.90514460414117
AUT,Austria,2003,8121423.0,15.910015943089439
AUT,Austria,2004,8171966.0,15.916220074362782
AUT,Austria,2005,8227829.0,15.923032746845779
AUT,Austria,2006,8268641.0,15.927980724596765
AUT,Austria,2007,8295487.0,15.931222189949619
AUT,Austria,2008,8321496.0,15.934352604326234
AUT,Austria,2009,8343323.0,15.936972136225297
AUT,Austria,2010,8363404.0,15.939376079220304
AUT,Austria,2011,8391643.0,15.94274688763862
AUT,Austria,2012,8429991.0,15.94730626236181
AUT,Austria,2013,8479823.0,15.95320013490874
AUT,Austria,2014,8546356.0,15.961015551233999
AUT,Austria,2015,8642699.0,15.972225476257695
AUT,Austria,2016,8736668.0,15.983039439244974
AUT,Austria,2017,8797566.0,15.989985650281024
AUT,Austria,2018,8840521.0,15.994856369528714
AUT,Austria,2019,8879920.0,15.999303105918763
AUT,Austria,2020,8916864.0,16.003454873234418
AUT,Austria,2021,8955797.0,16.007811590074983
AUT,Austria,2022,9041851.0,16.017374468045748
AUT,Austria,2023,9131761.0,16.02726911458544
BEL,Belgium,1980,9859242.0,16.10391984735594
BEL,Belgium,1981,9858982.0,16.103893475812537
BEL,Belgium,1982,9856303.0,16.103621706977695
BEL,Belgium,1983,9855520.0,16.10354226227079
BEL,Belgium,1984,9855372.0,16.10352724519292
BEL,Belgium,1985,9858308.0,16.103825109419358
BEL,Belgium,1986,9861823.0,16.10418159792719
BEL,Belgium,1987,9870234.0,16.105034119335315
BEL,Belgium,1988,9901664.0,16.108213381788904
BEL,Belgium,1989,9937697.0,16.111845861647605
BEL,Belgium,1990,9967379.0,16.11482821871074
BEL,Belgium,1991,10004486.0,16.118544150367423
BEL,Belgium,1992,10045158.0,16.122601285325985
BEL,Belgium,1993,10084475.0,16.126507670504253
BEL,Belgium,1994,10115603.0,16.12958964124112
BEL,Belgium,1995,10136811.0,16.131684009621324
BEL,Belgium,1996,10156637.0,16.133637941383707
BEL,Belgium,1997,10181245.0,16.13605786023354
BEL,Belgium,1998,10203008.0,16.13819313674025
BEL,Belgium,1999,10226419.0,16.140485027770545
BEL,Belgium,2000,10251250.0,16.142910207332758
BEL,Belgium,2001,10286570.0,16.146349718908994
BEL,Belgium,2002,10332785.0,16.15083240785721
BEL,Belgium,2003,10376133.0,16.1550188229379
BEL,Belgium,2004,10421137.0,16.159346705419193
BEL,Belgium,2005,10478617.0,16.164847262500082
BEL,Belgium,2006,10547958.0,16.17144284464989
BEL,Belgium,2007,10625700.0,16.17878615295755
BEL,Belgium,2008,10709973.0,16.18668592141235
BEL,Belgium,2009,10796493.0,16.194731917138547
BEL,Belgium,2010,10895586.0,16.203868311054865
BEL,Belgium,2011,11038264.0,16.216878340071904
BEL,Belgium,2012,11106932.0,16.22307997586528
BEL,Belgium,2013,11159407.0,16.227793377304945
BEL,Belgium,2014,11209057.0,16.232232670189696
BEL,Belgium,2015,11274196.0,16.238027132606476
BEL,Belgium,2016,11331422.0,16.24309013263099
BEL,Belgium,2017,11375158.0,16.24694241281471
BEL,Belgium,2018,11427054.0,16.251494259767462
BEL,Belgium,2019,11488980.0,16.256898873038445
BEL,Belgium,2020,11538604.0,16.26120884118944
BEL,Belgium,2021,11586195.0,16.265324861154763
BEL,Belgium,2022,11680210.0,16.27340651465478
BEL,Belgium,2023,11779946.0,16.28190915213646
BGR,Bulgaria,1980,8861535.0,15.997230558139451
BGR,Bulgaria,1981,8891117.0,16.00056324639134
BGR,Bulgaria,1982,8917457.0,16.003521374224302
BGR,Bulgaria,1983,8939738.0,16.006016840232558
BGR,Bulgaria,1984,8960679.0,16.00835656332986
BGR,Bulgaria,1985,8960547.0,16.008341832194834
BGR,Bulgaria,1986,8958171.0,16.008076634649573
BGR,Bulgaria,1987,8971359.0,16.009547727575974
BGR,Bulgaria,1988,8981446.0,16.010671451814215
BGR,Bulgaria,1989,8876972.0,15.998971065826714
BGR,Bulgaria,1990,8718289.0,15.980933561036034
BGR,Bulgaria,1991,8632367.0,15.97102930123504
BGR,Bulgaria,1992,8540164.0,15.960290769327436
BGR,Bulgaria,1993,8472313.0,15.95231411081227
BGR,Bulgaria,1994,8443591.0,15.948918250017421
BGR,Bulgaria,1995,8406067.0,15.944464265012698
BGR,Bulgaria,1996,8362826.0,15.93930696621633
BGR,Bulgaria,1997,8312068.0,15.933218992670952
BGR,Bulgaria,1998,8256786.0,15.926545965660289
BGR,Bulgaria,1999,8210624.0,15.920939483412495
BGR,Bulgaria,2000,8170172.0,15.916000519246161
BGR,Bulgaria,2001,8009142.0,15.896094197202334
BGR,Bulgaria,2002,7837161.0,15.874387209399332
BGR,Bulgaria,2003,7775327.0,15.866466073022977
BGR,Bulgaria,2004,7716860.0,15.858918103510241
BGR,Bulgaria,2005,7658972.0,15.851388329055306
BGR,Bulgaria,2006,7601022.0,15.843793269899995
BGR,Bulgaria,2007,7545338.0,15.836440447060081
BGR,Bulgaria,2008,7492561.0,15.829421219614622
BGR,Bulgaria,2009,7444443.0,15.82297840598915
BGR,Bulgaria,2010,7395599.0,15.816395651522791
BGR,Bulgaria,2011,7348328.0,15.809983362317642
BGR,Bulgaria,2012,7305888.0,15.804191156353998
BGR,Bulgaria,2013,7160005.0,15.784021237260607
BGR,Bulgaria,2014,7073572.0,15.771876143665825
BGR,Bulgaria,2015,6984225.0,15.75916459247748
BGR,Bulgaria,2016,6894139.0,15.746182188315798
BGR,Bulgaria,2017,6803468.0,15.732943040140535
BGR,Bulgaria,2018,6710798.0,15.719228428851277
BGR,Bulgaria,2019,6616726.0,15.705111243643566
BGR,Bulgaria,2020,6550696.0,15.695081861508275
BGR,Bulgaria,2021,6507301.0,15.688435335283392
BGR,Bulgaria,2022,6465097.0,15.681928573942514
BGR,Bulgaria,2023,6446596.0,15.679062797523901
CAN,Canada,1980,24515667.0,17.014822940529285
CAN,Canada,1981,24819915.0,17.027156913077338
CAN,Canada,1982,25116942.0,17.039053156485096
CAN,Canada,1983,25366451.0,17.04893803215657
CAN,Canada,1984,25607053.0,17.058378379316984
CAN,Canada,1985,25842116.0,17.067516122070884
CAN,Canada,1986,26100278.0,17.077456523577194
CAN,Canada,1987,26446601.0,17.090638201394643
CAN,Canada,1988,26791747.0,17.10360445029424
CAN,Canada,1989,27276781.0,17.121546385443438
CAN,Canada,1990,27691138.0,17.13662299217192
CAN,Canada,1991,28037420.0,17.149050604485087
CAN,Canada,1992,28371264.0,17.16088735989898
CAN,Canada,1993,28684764.0,17.17187666868777
CAN,Canada,1994,29000663.0,17.18282924975838
CAN,Canada,1995,29302311.0,17.193176944597063
CAN,Canada,1996,29610218.0,17.203630062428246
CAN,Canada,1997,29905948.0,17.2135679483429
CAN,Canada,1998,30155173.0,17.221867041876138
CAN,Canada,1999,30401286.0,17.229995468113298
CAN,Canada,2000,30685730.0,17.239308283647823
CAN,Canada,2001,31020855.0,17.250170278195487
CAN,Canada,2002,31359199.0,17.26101821102844
CAN,Canada,2003,31642461.0,17.270010479128427
CAN,Canada,2004,31938807.0,17.279332348769906
CAN,Canada,2005,32242732.0,17.28880321146661
CAN,Canada,2006,32571193.0,17.298938805381106
CAN,Canada,2007,32888886.0,17.308645347114272
CAN,Canada,2008,33247298.0,17.319484058606214
CAN,Canada,2009,33630069.0,17.330931135453866
CAN,Canada,2010,34005902.0,17.342044655751035
CAN,Canada,2011,34339221.0,17.351798728260746
CAN,Canada,2012,34713395.0,17.36263619348411
CAN,Canada,2013,35080992.0,17.373170003289644
CAN,Canada,2014,35434066.0,17.38318423175861
CAN,Canada,2015,35704498.0,17.390787233211
CAN,Canada,2016,36110803.0,17.4021026306137
CAN,Canada,2017,36545075.0,17.414056988158855
CAN,Canada,2018,37072620.0,17.42838924972679
CAN,Canada,2019,37618495.0,17.443006375720604
CAN,Canada,2020,38028638.0,17.453850065431926
CAN,Canada,2021,38239864.0,17.459389089655794
CAN,Canada,2022,38935934.0,17.47742813540461
CAN,Canada,2023,40083484.0,17.50647493711073
CHE,Switzerland,1980,6319408.0,15.659136090849573
CHE,Switzerland,1981,6354074.0,15.664606739950896
CHE,Switzerland,1982,6391309.0,15.670449656704752
CHE,Switzerland,1983,6418773.0,15.674737535904777
CHE,Switzerland,1984,6441865.0,15.678328652428922
CHE,Switzerland,1985,6470365.0,15.682743079105336
CHE,Switzerland,1986,6504124.0,15.687946995218697
CHE,Switzerland,1987,6545106.0,15.694228152764127
CHE,Switzerland,1988,6593386.0,15.70157758332536
CHE,Switzerland,1989,6646912.0,15.709662943880868
CHE,Switzerland,1990,6715519.0,15.71993167460282
CHE,Switzerland,1991,6799978.0,15.732429934846984
CHE,Switzerland,1992,6875364.0,15.743455145569893
CHE,Switzerland,1993,6938265.0,15.752562301227778
CHE,Switzerland,1994,6993795.0,15.760533885338026
CHE,Switzerland,1995,7040687.0,15.76721630860037
CHE,Switzerland,1996,7071850.0,15.771632672667433
CHE,Switzerland,1997,7088906.0,15.77404158476899
CHE,Switzerland,1998,7110001.0,15.77701294242639
CHE,Switzerland,1999,7143991.0,15.781782141739246
CHE,Switzerland,2000,7184250.0,15.787401687913247
CHE,Switzerland,2001,7229854.0,15.793729400293433
CHE,Switzerland,2002,7284753.0,15.801294091751814
CHE,Switzerland,2003,7339001.0,15.808713287785537
CHE,Switzerland,2004,7389625.0,15.815587547387867
CHE,Switzerland,2005,7437115.0,15.8219935627903
CHE,Switzerland,2006,7483934.0,15.828269147523763
CHE,Switzerland,2007,7551117.0,15.837206057301994
CHE,Switzerland,2008,7647675.0,15.849912238040572
CHE,Switzerland,2009,7743831.0,15.86240708435331
CHE,Switzerland,2010,7824909.0,15.872822664929897
CHE,Switzerland,2011,7912398.0,15.883941454356219
CHE,Switzerland,2012,7996861.0,15.894559647644897
CHE,Switzerland,2013,8089346.0,15.906058445223021
CHE,Switzerland,2014,8188649.0,15.918259484957348
CHE,Switzerland,2015,8282396.0,15.929642856482122
CHE,Switzerland,2016,8373338.0,15.940563168220848
CHE,Switzerland,2017,8451840.0,15.949894727108234
CHE,Switzerland,2018,8514329.0,15.95726106685996
CHE,Switzerland,2019,8575280.0,15.964394203544403
CHE,Switzerland,2020,8638167.0,15.971700965494877
CHE,Switzerland,2021,8704546.0,15.979355975889842
CHE,Switzerland,2022,8777088.0,15.987655247728846
CHE,Switzerland,2023,8888822.0,16.000305090273624
CZE,Czechia,1980,10304193.0,16.14806145774092
CZE,Czechia,1981,10300591.0,16.14771183019455
CZE,Czechia,1982,10314826.0,16.149092835707307
CZE,Czechia,1983,10323856.0,16.14996789164123
CZE,Czechia,1984,10330213.0,16.150583460437936
CZE,Czechia,1985,10337118.0,16.151251664789715
CZE,Czechia,1986,10342227.0,16.15174578103024
CZE,Czechia,1987,10347318.0,16.152237913660777
CZE,Czechia,1988,10355276.0,16.153006706247055
CZE,Czechia,1989,10361068.0,16.153565878285413
CZE,Czechia,1990,10333355.0,16.150887570553305
CZE,Czechia,1991,10308578.0,16.148486922135408
CZE,Czechia,1992,10319123.0,16.14950933378648
CZE,Czechia,1993,10329855.0,16.150548804211244
CZE,Czechia,1994,10333587.0,16.1509100218671
CZE,Czechia,1995,10327253.0,16.150296881239864
CZE,Czechia,1996,10315241.0,16.149133068247515
CZE,Czechia,1997,10304131.0,16.148055440754774
CZE,Czechia,1998,10294373.0,16.1471079932382
CZE,Czechia,1999,10283860.0,16.146086233895247
CZE,Czechia,2000,10255063.0,16.14328209281446
CZE,Czechia,2001,10216605.0,16.1395248957711
CZE,Czechia,2002,10196916.0,16.137595879595455
CZE,Czechia,2003,10193998.0,16.137309673688264
CZE,Czechia,2004,10197101.0,16.13761402217129
CZE,Czechia,2005,10211216.0,16.13899728197176
CZE,Czechia,2006,10238905.0,16.14170523826408
CZE,Czechia,2007,10298828.0,16.147540660317933
CZE,Czechia,2008,10384603.0,16.155834786347864
CZE,Czechia,2009,10443936.0,16.161532080862045
CZE,Czechia,2010,10474410.0,16.16444569760385
CZE,Czechia,2011,10496088.0,16.166513174277203
CZE,Czechia,2012,10510785.0,16.167912430834612
CZE,Czechia,2013,10514272.0,16.168244130295115
CZE,Czechia,2014,10525347.0,16.16929690611039
CZE,Czechia,2015,10546059.0,16.171262793595115
CZE,Czechia,2016,10566332.0,16.173183277753544
CZE,Czechia,2017,10594438.0,16.175839704389034
CZE,Czechia,2018,10629928.0,16.17918397701203
CZE,Czechia,2019,10671870.0,16.18312186565405
CZE,Czechia,2020,10697858.0,16.18555409247617
CZE,Czechia,2021,10505772.0,16.167435378375917
CZE,Czechia,2022,10672118.0,16.183145104047927
CZE,Czechia,2023,10864042.0,16.20096899475252
DEU,Germany,1980,78288576.0,18.175912249933393
DEU,Germany,1981,78407907.0,18.177435334826992
DEU,Germany,1982,78333366.0,18.176484200461513
DEU,Germany,1983,78128282.0,18.173862674738462
DEU,Germany,1984,77858685.0,18.170406010715492
DEU,Germany,1985,77684873.0,18.168171111699667
DEU,Germany,1986,77720436.0,18.168628792339405
DEU,Germany,1987,77839920.0,18.170164968092266
DEU,Germany,1988,78144619.0,18.174071757694687
DEU,Germany,1989,78751283.0,18.181805127600793
DEU,Germany,1990,79433029.0,18.190424822088445
DEU,Germany,1991,80013896.0,18.19771087755406
DEU,Germany,1992,80624598.0,18.205314347021268
DEU,Germany,1993,81156363.0,18.211888259202144
DEU,Germany,1994,81438348.0,18.21535682568845
DEU,Germany,1995,81678051.0,18.218295870125615
DEU,Germany,1996,81914831.0,18.22119061912017
DEU,Germany,1997,82034771.0,18.222653751935788
DEU,Germany,1998,82047195.0,18.22280518844434
DEU,Germany,1999,82100243.0,18.223451534223393
DEU,Germany,2000,82211508.0,18.224805850227323
DEU,Germany,2001,82349925.0,18.226488103840698
DEU,Germany,2002,82488495.0,18.228169387034765
DEU,Germany,2003,82534176.0,18.22872302007064
DEU,Germany,2004,82516260.0,18.228505922794138
DEU,Germany,2005,82469422.0,18.227938140175787
DEU,Germany,2006,82376451.0,18.22681016519934
DEU,Germany,2007,82266372.0,18.22547297947333
DEU,Germany,2008,82110097.0,18.223571551026374
DEU,Germany,2009,81902307.0,18.22103771692474
DEU,Germany,2010,81776930.0,18.219505732455367
DEU,Germany,2011,80274983.0,18.200968586167797
DEU,Germany,2012,80425823.0,18.20284586417347
DEU,Germany,2013,80645605.0,18.205574866320283
DEU,Germany,2014,80982500.0,18.209743639911967
DEU,Germany,2015,81686611.0,18.21840066635147
DEU,Germany,2016,82348669.0,18.22647285173721
DEU,Germany,2017,82657002.0,18.230210097336165
DEU,Germany,2018,82905782.0,18.233215364356088
DEU,Germany,2019,83092962.0,18.235470563098215
DEU,Germany,2020,83160871.0,18.23628749468471
DEU,Germany,2021,83196078.0,18.236710765257264
DEU,Germany,2022,83177813.0,18.236491199555413
DEU,Germany,2023,83287273.0,18.23780631035019
DNK,Denmark,1980,5123027.0,15.449256033256855
DNK,Denmark,1981,5121572.0,15.448971981141241
DNK,Denmark,1982,5117810.0,15.448237171136249
DNK,Denmark,1983,5114297.0,15.447550509017091
DNK,Denmark,1984,5111619.0,15.447026741745539
DNK,Denmark,1985,5113691.0,15.4474320106378
DNK,Denmark,1986,5120534.0,15.44876928845215
DNK,Denmark,1987,5127024.0,15.45003593185494
DNK,Denmark,1988,5129516.0,15.45052186571744
DNK,Denmark,1989,5132594.0,15.451121742368985
DNK,Denmark,1990,5140939.0,15.45274630557141
DNK,Denmark,1991,5154298.0,15.45534148769256
DNK,Denmark,1992,5171370.0,15.458648201709696
DNK,Denmark,1993,5188628.0,15.461979865666315
DNK,Denmark,1994,5206180.0,15.465356939428748
DNK,Denmark,1995,5233373.0,15.470566561239536
DNK,Denmark,1996,5263074.0,15.476225824658881
DNK,Denmark,1997,5284991.0,15.480381474352196
DNK,Denmark,1998,5304219.0,15.484013099588203
DNK,Denmark,1999,5321799.0,15.48732196205007
DNK,Denmark,2000,5339616.0,15.490664298238363
DNK,Denmark,2001,5358783.0,15.494247455027917
DNK,Denmark,2002,5375931.0,15.497442326281327
DNK,Denmark,2003,5390574.0,15.500162430721643
DNK,Denmark,2004,5404523.0,15.502746753542171
DNK,Denmark,2005,5419432.0,15.505501570876264
DNK,Denmark,2006,5437272.0,15.508788022465463
DNK,Denmark,2007,5461438.0,15.513222683008678
DNK,Denmark,2008,5493621.0,15.519098158911268
DNK,Denmark,2009,5523095.0,15.524448949532061
DNK,Denmark,2010,5547683.0,15.528890921077156
DNK,Denmark,2011,5570572.0,15.533008299629106
DNK,Denmark,2012,5591572.0,15.536771022055307
DNK,Denmark,2013,5614932.0,15.540940035662826
DNK,Denmark,2014,5643475.0,15.546010568492928
DNK,Denmark,2015,5683483.0,15.553074806989798
DNK,Denmark,2016,5728010.0,15.560878733431151
DNK,Denmark,2017,5764980.0,15.567312242468525
DNK,Denmark,2018,5793636.0,15.572270631727315
DNK,Denmark,2019,5814422.0,15.575851940886242
DNK,Denmark,2020,5831404.0,15.578768352661008
DNK,Denmark,2021,5856733.0,15.583102497555105
DNK,Denmark,2022,5903037.0,15.590977522202506
DNK,Denmark,2023,5946952.0,15.598389377359705
ESP,Spain,1980,37491165.0,17.4396158631826
ESP,Spain,1981,37758631.0,17.446724643287723
ESP,Spain,1982,37986012.0,17.45272854466013
ESP,Spain,1983,38171525.0,17.457600376765864
ESP,Spain,1984,38330364.0,17.4617529337896
ESP,Spain,1985,38469512.0,17.465376589438765
ESP,Spain,1986,38584624.0,17.46836441310691
ESP,Spain,1987,38684815.0,17.47095770373893
ESP,Spain,1988,38766939.0,17.47307835373162
ESP,Spain,1989,38827764.0,17.474646115707806
ESP,Spain,1990,38867322.0,17.475664404133877
ESP,Spain,1991,38966376.0,17.478209678379386
ESP,Spain,1992,39157685.0,17.483107257433787
ESP,Spain,1993,39361262.0,17.48829269264245
ESP,Spain,1994,39549108.0,17.493053698194142
ESP,Spain,1995,39724050.0,17.49746735568952
ESP,Spain,1996,39889852.0,17.501632513671648
ESP,Spain,1997,40057389.0,17.505823708843668
ESP,Spain,1998,40223509.0,17.50996218365481
ESP,Spain,1999,40386875.0,17.514015413910037
ESP,Spain,2000,40567864.0,17.518486784055394
ESP,Spain,2001,40850412.0,17.52542746489874
ESP,Spain,2002,41431558.0,17.53955341894632
ESP,Spain,2003,42187645.0,17.557637963628153
ESP,Spain,2004,42921895.0,17.574892626662635
ESP,Spain,2005,43653155.0,17.59178611713384
ESP,Spain,2006,44397319.0,17.60868964269645
ESP,Spain,2007,45226803.0,17.62720045578097
ESP,Spain,2008,45954106.0,17.643153760771607
ESP,Spain,2009,46362946.0,17.65201112057734
ESP,Spain,2010,46576897.0,17.65661520362785
ESP,Spain,2011,46742697.0,17.660168587592565
ESP,Spain,2012,46773055.0,17.66081784721818
ESP,Spain,2013,46604197.0,17.657201159418005
ESP,Spain,2014,46460733.0,17.654118062194566
ESP,Spain,2015,46422303.0,17.653290569816026
ESP,Spain,2016,46458139.0,17.65406222854216
ESP,Spain,2017,46571232.0,17.656493569407864
ESP,Spain,2018,46782011.0,17.661009306652936
ESP,Spain,2019,47118501.0,17.668176284407693
ESP,Spain,2020,47359424.0,17.673276386303904
ESP,Spain,2021,47443821.0,17.675056853255118
ESP,Spain,2022,47786102.0,17.68224540204672
ESP,Spain,2023,48352528.0,17.694029063915565
EST,Estonia,1980,1477219.0,14.205671824049505
EST,Estonia,1981,1487666.0,14.212719006814135
EST,Estonia,1982,1498414.0,14.219917773367888
EST,Estonia,1983,1508745.0,14.22678873738673
EST,Estonia,1984,1518617.0,14.233310610219881
EST,Estonia,1985,1528781.0,14.239981243782829
EST,Estonia,1986,1540190.0,14.24741634340292
EST,Estonia,1987,1552221.0,14.25519736649504
EST,Estonia,1988,1561900.0,14.261413586845814
EST,Estonia,1989,1568131.0,14.265395022321092
EST,Estonia,1990,1569174.0,14.266059924227935
EST,Estonia,1991,1561314.0,14.261038332375978
EST,Estonia,1992,1533091.0,14.242796516822766
EST,Estonia,1993,1494128.0,14.217053317042401
EST,Estonia,1994,1462514.0,14.195667430691904
EST,Estonia,1995,1436634.0,14.177813435334286
EST,Estonia,1996,1415594.0,14.163059788959016
EST,Estonia,1997,1399535.0,14.151650596556689
EST,Estonia,1998,1386156.0,14.1420450065108
EST,Estonia,1999,1390244.0,14.144989829269953
EST,Estonia,2000,1396985.0,14.149826900887252
EST,Estonia,2001,1388115.0,14.1434572696427
EST,Estonia,2002,1379350.0,14.137122931678464
EST,Estonia,2003,1370720.0,14.13084670719787
EST,Estonia,2004,1362550.0,14.124868502093916
EST,Estonia,2005,1354775.0,14.119145946847318
EST,Estonia,2006,1346810.0,14.113249391248916
EST,Estonia,2007,1340680.0,14.108687505898017
EST,Estonia,2008,1337090.0,14.106006168702605
EST,Estonia,2009,1334515.0,14.104078487928401
EST,Estonia,2010,1331475.0,14.101797908243109
EST,Estonia,2011,1327439.0,14.098762080006669
EST,Estonia,2012,1322696.0,14.09518263589223
EST,Estonia,2013,1317997.0,14.091623717865975
