iso3,country,year,population,ln_population
LUX,Luxembourg,2004,458095.0,13.034831865167812
LUX,Luxembourg,2005,465158.0,13.050132411801899
LUX,Luxembourg,2006,472637.0,13.066082930979347
LUX,Luxembourg,2007,479993.0,13.081526799444402
LUX,Luxembourg,2008,488650.0,13.099401765766983
LUX,Luxembourg,2009,497783.0,13.117919518071346
LUX,Luxembourg,2010,506953.0,13.136173576106584
LUX,Luxembourg,2011,518347.0,13.158400181139255
LUX,Luxembourg,2012,530946.0,13.182415600137544
LUX,Luxembourg,2013,543360.0,13.205527362665064
LUX,Luxembourg,2014,556319.0,13.22909714971347
LUX,Luxembourg,2015,569604.0,13.252696661527155
LUX,Luxembourg,2016,582014.0,13.274249781407077
LUX,Luxembourg,2017,596336.0,13.298559545584688
LUX,Luxembourg,2018,607950.0,13.317847920724564
LUX,Luxembourg,2019,620001.0,13.3374763699232
LUX,Luxembourg,2020,630419.0,13.354139956665527
LUX,Luxembourg,2021,640064.0,13.369323450336188
LUX,Luxembourg,2022,653103.0,13.38949012935746
LUX,Luxembourg,2023,666430.0,13.409690386828693
LVA,Latvia,1980,2511701.0,14.736470770823333
LVA,Latvia,1981,2519421.0,14.739539671183534
LVA,Latvia,1982,2531080.0,14.744156647087792
LVA,Latvia,1983,2546011.0,14.750038378592905
LVA,Latvia,1984,2562047.0,14.756317106313483
LVA,Latvia,1985,2578873.0,14.76286303975798
LVA,Latvia,1986,2599892.0,14.770980463667426
LVA,Latvia,1987,2626583.0,14.781194319866763
LVA,Latvia,1988,2653434.0,14.791365208131257
LVA,Latvia,1989,2666955.0,14.796447930130913
LVA,Latvia,1990,2663151.0,14.795020566155095
LVA,Latvia,1991,2650581.0,14.79028941921469
LVA,Latvia,1992,2614338.0,14.77652146855634
LVA,Latvia,1993,2563290.0,14.756802147599304
LVA,Latvia,1994,2520742.0,14.740063860591793
LVA,Latvia,1995,2485056.0,14.725805752470219
LVA,Latvia,1996,2457222.0,14.714542001511985
LVA,Latvia,1997,2432851.0,14.70457437862441
LVA,Latvia,1998,2410019.0,14.695145189253187
LVA,Latvia,1999,2390482.0,14.687005577214466
LVA,Latvia,2000,2367550.0,14.677366223143542
LVA,Latvia,2001,2337170.0,14.664451353708055
LVA,Latvia,2002,2310173.0,14.65283297146862
LVA,Latvia,2003,2287955.0,14.643168963456244
LVA,Latvia,2004,2263122.0,14.632255833900501
LVA,Latvia,2005,2238799.0,14.621450119331383
LVA,Latvia,2006,2218357.0,14.612277389756501
LVA,Latvia,2007,2200325.0,14.604115634690672
LVA,Latvia,2008,2177322.0,14.59360623924693
LVA,Latvia,2009,2141669.0,14.577095989571017
LVA,Latvia,2010,2097555.0,14.556282938672206
LVA,Latvia,2011,2059709.0,14.538075268651406
LVA,Latvia,2012,2034319.0,14.52567167711848
LVA,Latvia,2013,2012647.0,14.51496132908557
LVA,Latvia,2014,1993782.0,14.505543895543228
LVA,Latvia,2015,1977527.0,14.49735763213377
LVA,Latvia,2016,1959537.0,14.488218778811504
LVA,Latvia,2017,1942248.0,14.47935662307858
LVA,Latvia,2018,1927174.0,14.471565239116659
LVA,Latvia,2019,1913822.0,14.464612847715298
LVA,Latvia,2020,1900449.0,14.457600732007965
LVA,Latvia,2021,1884490.0,14.449167785227914
LVA,Latvia,2022,1879383.0,14.446454089450157
LVA,Latvia,2023,1883710.0,14.44875379445718
NLD,Netherlands,1980,14149800.0,16.46521104767801
NLD,Netherlands,1981,14247208.0,16.472071515657618
NLD,Netherlands,1982,14312690.0,16.47665711429979
NLD,Netherlands,1983,14367070.0,16.48044934025773
NLD,Netherlands,1984,14424211.0,16.484418672155414
NLD,Netherlands,1985,14491632.0,16.489081937354236
NLD,Netherlands,1986,14572278.0,16.494631514611843
NLD,Netherlands,1987,14665037.0,16.500976783404486
NLD,Netherlands,1988,14760094.0,16.507437745680008
NLD,Netherlands,1989,14848907.0,16.513436817810568
NLD,Netherlands,1990,14951510.0,16.520322856044956
NLD,Netherlands,1991,15069798.0,16.528203166398708
NLD,Netherlands,1992,15184166.0,16.535763732332676
NLD,Netherlands,1993,15290368.0,16.542733645633927
NLD,Netherlands,1994,15382838.0,16.54876303037667
NLD,Netherlands,1995,15459006.0,16.55370230410182
NLD,Netherlands,1996,15530498.0,16.558316261577897
NLD,Netherlands,1997,15610650.0,16.56346393159907
NLD,Netherlands,1998,15707209.0,16.569630336905867
NLD,Netherlands,1999,15812088.0,16.576285268776598
NLD,Netherlands,2000,15925513.0,16.58343297240444
NLD,Netherlands,2001,16046180.0,16.59098137298179
NLD,Netherlands,2002,16148929.0,16.597364289644478
NLD,Netherlands,2003,16225302.0,16.602082433632358
NLD,Netherlands,2004,16281779.0,16.605557187752847
NLD,Netherlands,2005,16319868.0,16.60789381923223
NLD,Netherlands,2006,16346101.0,16.609499955920807
NLD,Netherlands,2007,16381696.0,16.61167517193275
NLD,Netherlands,2008,16445593.0,16.615568096547744
NLD,Netherlands,2009,16530388.0,16.620710941996023
NLD,Netherlands,2010,16615394.0,16.625840173001556
NLD,Netherlands,2011,16693074.0,16.630504460823566
NLD,Netherlands,2012,16754962.0,16.634205011171268
NLD,Netherlands,2013,16804432.0,16.637153219105684
NLD,Netherlands,2014,16865008.0,16.64075150083295
NLD,Netherlands,2015,16939923.0,16.645183701723305
NLD,Netherlands,2016,17030314.0,16.650505490519393
NLD,Netherlands,2017,17131296.0,16.656417524181034
NLD,Netherlands,2018,17231624.0,16.66225685827024
NLD,Netherlands,2019,17344874.0,16.66880757401829
NLD,Netherlands,2020,17441500.0,16.674362981920844
NLD,Netherlands,2021,17533044.0,16.67959788700253
NLD,Netherlands,2022,17700982.0,16.689130676231077
NLD,Netherlands,2023,17877117.0,16.699032073098078
NOR,Norway,1980,4085620.0,15.222984049545415
NOR,Norway,1981,4099702.0,15.226424846106175
NOR,Norway,1982,4114787.0,15.230097628906716
NOR,Norway,1983,4128432.0,15.233408231830776
NOR,Norway,1984,4140099.0,15.236230258559063
NOR,Norway,1985,4152516.0,15.239224973562706
NOR,Norway,1986,4167354.0,15.242791860000015
NOR,Norway,1987,4186905.0,15.247472355467544
NOR,Norway,1988,4209488.0,15.252851583060936
NOR,Norway,1989,4226901.0,15.256979658408792
NOR,Norway,1990,4241473.0,15.260421172537145
NOR,Norway,1991,4261732.0,15.265186208387194
NOR,Norway,1992,4286401.0,15.27095801106846
NOR,Norway,1993,4311991.0,15.276910304370276
NOR,Norway,1994,4336613.0,15.282604186647927
NOR,Norway,1995,4359184.0,15.287795441846052
NOR,Norway,1996,4381336.0,15.292864258673672
NOR,Norway,1997,4405157.0,15.298286458033965
NOR,Norway,1998,4431464.0,15.304240561467433
NOR,Norway,1999,4461913.0,15.31108815580156
NOR,Norway,2000,4490967.0,15.317578604013486
NOR,Norway,2001,4513751.0,15.322639073119058
NOR,Norway,2002,4538159.0,15.328031981169563
NOR,Norway,2003,4564855.0,15.333897308089432
NOR,Norway,2004,4591910.0,15.339806617486335
NOR,Norway,2005,4623291.0,15.346617347128209
NOR,Norway,2006,4660677.0,15.354671274519818
NOR,Norway,2007,4709153.0,15.3650186196726
NOR,Norway,2008,4768212.0,15.377481949826118
NOR,Norway,2009,4828726.0,15.390093222719885
NOR,Norway,2010,4889252.0,15.402549884515507
NOR,Norway,2011,4953088.0,15.415521778422436
NOR,Norway,2012,5018573.0,15.428656188309334
NOR,Norway,2013,5079623.0,15.440747604202349
NOR,Norway,2014,5137232.0,15.452024970975842
NOR,Norway,2015,5188607.0,15.461975818345426
NOR,Norway,2016,5234519.0,15.470785516499024
NOR,Norway,2017,5276968.0,15.478862248317874
NOR,Norway,2018,5311916.0,15.485463156760364
NOR,Norway,2019,5347896.0,15.492213770492821
NOR,Norway,2020,5379475.0,15.498101343733252
NOR,Norway,2021,5408320.0,15.503449066552001
NOR,Norway,2022,5457127.0,15.512433018758106
NOR,Norway,2023,5519601.0,15.523816133032069
NZL,New Zealand,1980,3112900.0,14.9510653255541
NZL,New Zealand,1981,3124900.0,14.954912840640628
NZL,New Zealand,1982,3156100.0,14.964847646123994
NZL,New Zealand,1983,3199300.0,14.978442593840684
NZL,New Zealand,1984,3227100.0,14.987094459088206
NZL,New Zealand,1985,3247100.0,14.993272848270122
NZL,New Zealand,1986,3246300.0,14.99302644422785
NZL,New Zealand,1987,3274400.0,15.00164520416033
NZL,New Zealand,1988,3283400.0,15.004390028842554
NZL,New Zealand,1989,3299200.0,15.009190572804778
NZL,New Zealand,1990,3329800.0,15.018422800092889
NZL,New Zealand,1991,3495100.0,15.066872545544014
NZL,New Zealand,1992,3531700.0,15.077289899386232
NZL,New Zealand,1993,3572200.0,15.08869221045252
NZL,New Zealand,1994,3620000.0,15.101984583801954
NZL,New Zealand,1995,3673400.0,15.11662822167657
NZL,New Zealand,1996,3732000.0,15.132454840949372
NZL,New Zealand,1997,3781300.0,15.14557842381436
NZL,New Zealand,1998,3815000.0,15.154451222700695
NZL,New Zealand,1999,3835100.0,15.159706068062826
NZL,New Zealand,2000,3857700.0,15.16558170892664
NZL,New Zealand,2001,3880500.0,15.17147456927633
NZL,New Zealand,2002,3948500.0,15.188846317919772
NZL,New Zealand,2003,4027200.0,15.20858190336319
NZL,New Zealand,2004,4087500.0,15.223444094187647
NZL,New Zealand,2005,4133900.0,15.234731829284446
NZL,New Zealand,2006,4184600.0,15.246921677887288
NZL,New Zealand,2007,4223800.0,15.25624575476241
NZL,New Zealand,2008,4259800.0,15.264732768786637
NZL,New Zealand,2009,4302600.0,15.274730049098721
NZL,New Zealand,2010,4350700.0,15.285847309658937
NZL,New Zealand,2011,4384000.0,15.293472107609988
NZL,New Zealand,2012,4408100.0,15.298954315582971
NZL,New Zealand,2013,4442100.0,15.306637795564919
NZL,New Zealand,2014,4516500.0,15.323247915572034
NZL,New Zealand,2015,4609400.0,15.343608254658527
NZL,New Zealand,2016,4714100.0,15.366068575660085
NZL,New Zealand,2017,4813600.0,15.386955802888279
NZL,New Zealand,2018,4900600.0,15.404868204564183
NZL,New Zealand,2019,4970300.0,15.418990758424128
NZL,New Zealand,2020,5072400.0,15.439324636342882
NZL,New Zealand,2021,5084600.0,15.441726921637192
NZL,New Zealand,2022,5081700.0,15.441156409242582
NZL,New Zealand,2023,5200000.0,15.464169183551656
POL,Poland,1980,35574150.0,17.38712980847133
POL,Poland,1981,35898587.0,17.396208493352432
POL,Poland,1982,36230481.0,17.4054113390735
POL,Poland,1983,36571808.0,17.414788228334704
POL,Poland,1984,36904134.0,17.423834135255905
POL,Poland,1985,37201885.0,17.4318699900026
POL,Poland,1986,37456119.0,17.438680645768866
POL,Poland,1987,37668045.0,17.444322680259354
POL,Poland,1988,37824487.0,17.44846725508803
POL,Poland,1989,37961529.0,17.45208381013612
POL,Poland,1990,38110782.0,17.456007792188196
POL,Poland,1991,38246193.0,17.459554583871675
POL,Poland,1992,38363667.0,17.462621397779795
POL,Poland,1993,38461408.0,17.465165906919175
POL,Poland,1994,38542652.0,17.46727603020737
POL,Poland,1995,38594998.0,17.468633240545905
POL,Poland,1996,38624370.0,17.469393982369553
POL,Poland,1997,38649660.0,17.4700485360638
POL,Poland,1998,38663481.0,17.470406069077423
POL,Poland,1999,38660271.0,17.47032304154917
POL,Poland,2000,38258629.0,17.459879687565387
POL,Poland,2001,38248076.0,17.459603816318104
POL,Poland,2002,38230364.0,17.459140626945604
POL,Poland,2003,38204570.0,17.45846569992914
POL,Poland,2004,38182222.0,17.457880572577867
POL,Poland,2005,38165445.0,17.457441083044543
POL,Poland,2006,38141267.0,17.45680737730162
POL,Poland,2007,38120560.0,17.456264327093578
POL,Poland,2008,38125759.0,17.456400700890406
POL,Poland,2009,38151603.0,17.457078333160617
POL,Poland,2010,38042794.0,17.45422224194527
POL,Poland,2011,38063255.0,17.45475993903405
POL,Poland,2012,38063164.0,17.454757548274017
POL,Poland,2013,38040196.0,17.454153948099272
POL,Poland,2014,38011735.0,17.453405485806353
POL,Poland,2015,37986412.0,17.452739074796696
POL,Poland,2016,37970087.0,17.45230922348795
POL,Poland,2017,37974826.0,17.452434024473796
POL,Poland,2018,37974750.0,17.452432023145967
POL,Poland,2019,37965475.0,17.452187752074973
POL,Poland,2020,37515748.0,17.440271349454385
POL,Poland,2021,36981559.0,17.425929940957836
POL,Poland,2022,36821749.0,17.42159923399901
POL,Poland,2023,36687353.0,17.417942648730254
PRT,Portugal,1980,9766312.0,16.094449470666643
PRT,Portugal,1981,9851362.0,16.103120277700963
PRT,Portugal,1982,9911771.0,16.10923359871511
PRT,Portugal,1983,9957865.0,16.113873249153226
PRT,Portugal,1984,9996232.0,16.117718779951364
PRT,Portugal,1985,10023613.0,16.12045416747038
PRT,Portugal,1986,10032734.0,16.121363705047568
PRT,Portugal,1987,10030031.0,16.12109425066116
PRT,Portugal,1988,10019610.0,16.120054730707817
PRT,Portugal,1989,10005000.0,16.11859552599997
PRT,Portugal,1990,9983218.0,16.116416041203244
PRT,Portugal,1991,9960235.0,16.114111223659947
PRT,Portugal,1992,9952494.0,16.113333730992824
PRT,Portugal,1993,9964675.0,16.114556896947654
PRT,Portugal,1994,9991525.0,16.117247791627157
PRT,Portugal,1995,10026176.0,16.120709831010178
PRT,Portugal,1996,10063945.0,16.124469792883577
PRT,Portugal,1997,10108977.0,16.12893439893329
PRT,Portugal,1998,10160196.0,16.133988291267116
PRT,Portugal,1999,10217828.0,16.13964459569147
PRT,Portugal,2000,10289898.0,16.14667319522466
PRT,Portugal,2001,10362722.0,16.153725501597897
PRT,Portugal,2002,10419631.0,16.159202180994505
PRT,Portugal,2003,10458821.0,16.162956295143065
PRT,Portugal,2004,10483861.0,16.165347585039182
PRT,Portugal,2005,10503330.0,16.16720290770573
PRT,Portugal,2006,10522288.0,16.169006232120505
PRT,Portugal,2007,10542964.0,16.17096927596538
PRT,Portugal,2008,10558177.0,16.172411188763913
PRT,Portugal,2009,10568247.0,16.173364497356285
PRT,Portugal,2010,10573100.0,16.17382359772347
PRT,Portugal,2011,10557560.0,16.172352748937715
PRT,Portugal,2012,10514844.0,16.168298531060238
PRT,Portugal,2013,10457295.0,16.162810378950716
PRT,Portugal,2014,10401062.0,16.157418474282796
PRT,Portugal,2015,10358076.0,16.153277063262863
PRT,Portugal,2016,10325452.0,16.150122473092885
PRT,Portugal,2017,10300300.0,16.147683578989298
PRT,Portugal,2018,10283822.0,16.14608253877783
PRT,Portugal,2019,10286263.0,16.146319873724327
PRT,Portugal,2020,10297081.0,16.147371014976795
PRT,Portugal,2021,10361831.0,16.153639516631124
PRT,Portugal,2022,10434332.0,16.160612081111356
PRT,Portugal,2023,10578174.0,16.174303379707034
SVK,Slovak Republic,1980,4979815.0,15.420903299716432
SVK,Slovak Republic,1981,5016105.0,15.428164294090156
SVK,Slovak Republic,1982,5055099.0,15.435907994814666
SVK,Slovak Republic,1983,5091971.0,15.443175543435046
SVK,Slovak Republic,1984,5127097.0,15.450050170032936
SVK,Slovak Republic,1985,5161768.0,15.456789714430467
SVK,Slovak Republic,1986,5193838.0,15.462983480883993
SVK,Slovak Republic,1987,5222840.0,15.468551873213812
SVK,Slovak Republic,1988,5250596.0,15.47385215193399
SVK,Slovak Republic,1989,5275942.0,15.478667799582269
SVK,Slovak Republic,1990,5299187.0,15.48306397052953
SVK,Slovak Republic,1991,5303294.0,15.483838694899312
SVK,Slovak Republic,1992,5305016.0,15.484163346048293
SVK,Slovak Republic,1993,5325305.0,15.487980544914803
SVK,Slovak Republic,1994,5346331.0,15.491921089215124
SVK,Slovak Republic,1995,5361999.0,15.494847411280448
SVK,Slovak Republic,1996,5373361.0,15.496964155244767
SVK,Slovak Republic,1997,5383291.0,15.498810455156821
SVK,Slovak Republic,1998,5390516.0,15.500151671141674
SVK,Slovak Republic,1999,5396020.0,15.501172202752135
SVK,Slovak Republic,2000,5388720.0,15.499818437874191
SVK,Slovak Republic,2001,5378867.0,15.49798831516423
SVK,Slovak Republic,2002,5376912.0,15.497624789654543
SVK,Slovak Republic,2003,5373374.0,15.49696657458422
SVK,Slovak Republic,2004,5372280.0,15.496762957381623
SVK,Slovak Republic,2005,5372807.0,15.496861048723355
SVK,Slovak Republic,2006,5373054.0,15.496907019911712
SVK,Slovak Republic,2007,5374622.0,15.497198803923645
SVK,Slovak Republic,2008,5379233.0,15.498056356918841
SVK,Slovak Republic,2009,5386406.0,15.499388930129118
SVK,Slovak Republic,2010,5391428.0,15.500320842861019
SVK,Slovak Republic,2011,5398384.0,15.501610207488255
SVK,Slovak Republic,2012,5407579.0,15.503312046041517
SVK,Slovak Republic,2013,5413393.0,15.50438662613644
SVK,Slovak Republic,2014,5418649.0,15.505357080352276
SVK,Slovak Republic,2015,5423801.0,15.506307419138757
SVK,Slovak Republic,2016,5430798.0,15.507596642438328
SVK,Slovak Republic,2017,5439232.0,15.509148432395202
SVK,Slovak Republic,2018,5446771.0,15.510533513991314
SVK,Slovak Republic,2019,5454147.0,15.511886794719723
SVK,Slovak Republic,2020,5458827.0,15.512744489475873
SVK,Slovak Republic,2021,5447247.0,15.510620901399763
SVK,Slovak Republic,2022,5431752.0,15.507772291802878
SVK,Slovak Republic,2023,5426740.0,15.506849143292765
SVN,Slovenia,1980,1901315.0,14.45805631000543
SVN,Slovenia,1981,1906531.0,14.460795918310161
SVN,Slovenia,1982,1910334.0,14.462788653844939
SVN,Slovenia,1983,1922321.0,14.469043868094744
SVN,Slovenia,1984,1932154.0,14.474146000722843
SVN,Slovenia,1985,1941641.0,14.479044049776439
SVN,Slovenia,1986,1965964.0,14.491493268229632
SVN,Slovenia,1987,1989776.0,14.503532627550936
SVN,Slovenia,1988,1995196.0,14.506252849094352
SVN,Slovenia,1989,1996351.0,14.506831572096855
SVN,Slovenia,1990,1998161.0,14.507737815524775
SVN,Slovenia,1991,1999429.0,14.508372197761336
SVN,Slovenia,1992,1996498.0,14.506905203731844
SVN,Slovenia,1993,1991746.0,14.504522198956424
SVN,Slovenia,1994,1989443.0,14.503365258024012
SVN,Slovenia,1995,1989872.0,14.503580873023912
SVN,Slovenia,1996,1988628.0,14.502955511686451
SVN,Slovenia,1997,1985956.0,14.501610968256228
SVN,Slovenia,1998,1981629.0,14.499429791688877
SVN,Slovenia,1999,1983045.0,14.500144100134015
SVN,Slovenia,2000,1988925.0,14.50310484973452
SVN,Slovenia,2001,1992060.0,14.504679837154995
SVN,Slovenia,2002,1994530.0,14.505918991578229
SVN,Slovenia,2003,1995733.0,14.5065219593708
SVN,Slovenia,2004,1997012.0,14.507162621393418
SVN,Slovenia,2005,2000474.0,14.508894710444157
SVN,Slovenia,2006,2006868.0,14.512085855809866
SVN,Slovenia,2007,2018122.0,14.517677933965235
SVN,Slovenia,2008,2021316.0,14.519259342401579
SVN,Slovenia,2009,2039669.0,14.528298097753687
SVN,Slovenia,2010,2048583.0,14.532658892600047
SVN,Slovenia,2011,2052843.0,14.534736219623344
SVN,Slovenia,2012,2057159.0,14.536836462682349
SVN,Slovenia,2013,2059953.0,14.538193724971505
SVN,Slovenia,2014,2061980.0,14.539177244190956
SVN,Slovenia,2015,2063531.0,14.539929151081072
SVN,Slovenia,2016,2065042.0,14.540661123153487
SVN,Slovenia,2017,2066388.0,14.541312713545977
SVN,Slovenia,2018,2073894.0,14.544938557497325
SVN,Slovenia,2019,2088385.0,14.551901597960658
SVN,Slovenia,2020,2102419.0,14.558599144522308
SVN,Slovenia,2021,2108079.0,14.561287664222007
SVN,Slovenia,2022,2112076.0,14.563181908009335
SVN,Slovenia,2023,2120461.0,14.567144075838945
SWE,Sweden,1980,8310531.0,15.933034063707149
SWE,Sweden,1981,8320503.0,15.934233267700726
SWE,Sweden,1982,8325263.0,15.93480518492337
SWE,Sweden,1983,8329033.0,15.9352579209699
SWE,Sweden,1984,8336605.0,15.93616661711715
SWE,Sweden,1985,8350386.0,15.937818323303489
SWE,Sweden,1986,8369829.0,15.940144012149434
SWE,Sweden,1987,8397804.0,15.943480801063707
SWE,Sweden,1988,8436489.0,15.948076784761444
SWE,Sweden,1989,8492964.0,15.954748613968281
SWE,Sweden,1990,8558835.0,15.962474640724892
SWE,Sweden,1991,8617375.0,15.969291071900967
SWE,Sweden,1992,8668067.0,15.975156371188579
SWE,Sweden,1993,8718561.0,15.9809647593316
SWE,Sweden,1994,8780745.0,15.988071813947796
SWE,Sweden,1995,8826939.0,15.993318853363334
SWE,Sweden,1996,8840998.0,15.994910324169162
SWE,Sweden,1997,8846062.0,15.995482946203392
SWE,Sweden,1998,8850974.0,15.996038067425516
SWE,Sweden,1999,8857874.0,15.996817338934218
SWE,Sweden,2000,8872109.0,15.998423093779971
SWE,Sweden,2001,8895960.0,16.001107799059515
SWE,Sweden,2002,8924958.0,16.00436217973655
SWE,Sweden,2003,8958229.0,16.00808310916454
SWE,Sweden,2004,8993531.0,16.012016099078117
SWE,Sweden,2005,9029572.0,16.01601552670619
SWE,Sweden,2006,9080505.0,16.02164036577101
SWE,Sweden,2007,9148092.0,16.029055890917263
SWE,Sweden,2008,9219637.0,16.036846223824966
SWE,Sweden,2009,9298515.0,16.045365267954335
SWE,Sweden,2010,9378126.0,16.053890514241985
SWE,Sweden,2011,9449213.0,16.06144201557864
SWE,Sweden,2012,9519374.0,16.068839648302987
SWE,Sweden,2013,9600379.0,16.07731313482545
SWE,Sweden,2014,9696110.0,16.08723533211137
SWE,Sweden,2015,9799186.0,16.097809878966537
SWE,Sweden,2016,9923085.0,16.110374418817567
SWE,Sweden,2017,10057698.0,16.12384886941319
SWE,Sweden,2018,10175214.0,16.135465321012795
SWE,Sweden,2019,10278887.0,16.145602543647346
SWE,Sweden,2020,10353442.0,16.152829582776178
SWE,Sweden,2021,10415811.0,16.158835498104573
SWE,Sweden,2022,10486941.0,16.165641326787558
SWE,Sweden,2023,10536632.0,16.170368505420207
USA,United States,1980,227225000.0,19.24145127396911
USA,United States,1981,229466000.0,19.251265428341704
USA,United States,1982,231664000.0,19.26079860400334
USA,United States,1983,233792000.0,19.269942389137093
USA,United States,1984,235825000.0,19.27860056250019
USA,United States,1985,237924000.0,19.2874618529087
USA,United States,1986,240133000.0,19.29670349447929
USA,United States,1987,242289000.0,19.30564178648961
USA,United States,1988,244499000.0,19.314721776891286
USA,United States,1989,246819000.0,19.324165832445573
USA,United States,1990,249623000.0,19.33546233765013
USA,United States,1991,252981000.0,19.34882494505751
USA,United States,1992,256514000.0,19.362693801982303
USA,United States,1993,259919000.0,19.375880601980075
USA,United States,1994,263126000.0,19.38814356286876
USA,United States,1995,266278000.0,19.40005143377778
USA,United States,1996,269394000.0,19.411685549977598
USA,United States,1997,272657000.0,19.423725152947725
USA,United States,1998,275854000.0,19.435382298211984
USA,United States,1999,279040000.0,19.44686569868489
USA,United States,2000,282162411.0,19.45799338865284
USA,United States,2001,284968955.0,19.46789080247508
USA,United States,2002,287625193.0,19.47716877733218
USA,United States,2003,290107933.0,19.485763594460593
USA,United States,2004,292805298.0,19.495018434150026
USA,United States,2005,295516599.0,19.504235565821638
USA,United States,2006,298379912.0,19.513878104993
USA,United States,2007,301231207.0,19.523388657420725
USA,United States,2008,304093966.0,19.53284731029355
USA,United States,2009,306771529.0,19.54161382328158
USA,United States,2010,309378227.0,19.5500751219399
USA,United States,2011,311839461.0,19.557999065271545
USA,United States,2012,314339099.0,19.56598289428526
USA,United States,2013,316726282.0,19.573548495119628
USA,United States,2014,319257560.0,19.581508733097717
USA,United States,2015,321815121.0,19.589487780231543
USA,United States,2016,324353340.0,19.597344035088433
USA,United States,2017,326608609.0,19.60427309761435
USA,United States,2018,328529577.0,19.610137428365576
USA,United States,2019,330226227.0,19.61528851391572
USA,United States,2020,331577720.0,19.619372789583306
USA,United States,2021,332099760.0,19.62094596367282
USA,United States,2022,334017321.0,19.626703408877766
USA,United States,2023,336806231.0,19.635018340755135
